Text,Language
"Книга родоводу Ісуса Христа, сина Давидового, сина Авраамового.",Ukranian
Авраам породив Ісаака; а Ісаак породив Якова; а Яков породив Юду та братів його;,Ukranian
а Юда породив Фареса та Зару від Тамари; а Фарес породив Єсрома; а Єсром породив Арама;,Ukranian
а Арам породив Аминадава; а Амннадав породив Насона; а Насон погодив Салмона;,Ukranian
а Салмон породив Вооза від Рахави; а Вооз породив Овида від Рути; а Овид породив Єссея;,Ukranian
а Єссей породив Давида царя; а Давид цар породив Соломона від Урієвої;,Ukranian
а Соломон породив Ровоама; а Ровоам породив Авію; а Авія породив Асу;,Ukranian
а Аса породив Йосафата; а Йосафат породив Йорама; а Йорам породив Озію;,Ukranian
а Озія породив Йоатама; а Йоатам породив Ахаза; а Ахаз породив Єзекію;,Ukranian
"а Єзекія породив Манассію, а Манассія породив Амона; а Амон породив Йосію;",Ukranian
"а Йосія породив Єхонїю та братів його, під час переселення у Вавилон;",Ukranian
"а після того, як переселено їх у Вавидон, Єхонїя породив Салатиїла, а Салатиїл породив Зоровавеля;",Ukranian
а Заровавель породив Авіюда; а Авіюд породив Єліякима; а бліяким породив Азора;,Ukranian
а Азор породив Садока; а Садок породив Ахима; а Ахим породив Єліюда;,Ukranian
а Єліюд породив Єліазара; а Єліазар породив Маттана; а Маттан породив Якова;,Ukranian
"а Яков породив ЙосиФа, чоловіка Мариїного, що від неї родивсь Ісус, на прізвище Христос.",Ukranian
То всїх родів од Авраама до Давида чотирнайцять родів; а від Давида до переселення у Вавилон чотирнайцять родів; і від переселення у Вавилон до Христа чотирнайцять родів.,Ukranian
"Різдво ж Ісуса Христа стало ся так. Скоро Його матїр Марию заручено Иосифові, перш ніж вони зійшли ся, постережено, що вона пала в утробі від сьвятого Духа.",Ukranian
"Йосиф же, чоловік її, будучи праведний, і не хотячи ославити її, хотїв був потай відпустити її.",Ukranian
"Та як він про се думав, аж ось явивсь йому вві снї ангел Господень, глаголючи: Йосифе, сину Давидів, не бій ся взяти до себе Марию, жінку твою; бо що в нїй зачалось, те від сьвятого Духа.",Ukranian
"І вродить вона сина, і даси йому імя Ісус; бо він спасе людей своїх од гріхів їх.",Ukranian
"Усе ж се стало ся, щоб справдилось, що промовив Господь через пророка, глаголючи:",Ukranian
"Ось дїва матиме в утробі, і вродить сина, і дадуть йому імя Емануіл, що перекладом є: 3 нами Бог.",Ukranian
"Прокинувшись тодї Йосиф од сна, зробив так, як ангел Господень повелїв йому, й узяв до себе жінку свою;",Ukranian
"і не знав її, аж поки вона вродила сина свого перворідня, і дав йому імя Ісус.",Ukranian
"Як же народивсь Ісус у Витлеемі Юдейському за царя Ірода, прийшли мудрцї зі сходу в Єрусалим,",Ukranian
"говорячи: Де нарождений цар Жидівський? бачили бо ми зорю його на сході, й прийшли поклонитись йому.",Ukranian
"Почувши ж цар Ірод, стрівожив ся, і ввесь Єрусалим із ним.",Ukranian
"І, зібравши всіх архиєреїв і письменників людьских, допитував ся в них, де Христу родити ся.",Ukranian
"Вони ж казали йому: В Витлеемі Юдейському, бо ось як написано в пророка:",Ukranian
"І ти, Витлееме, земле Юдина, нїчим не гірша єси між князями Юдиними; бо з тебе прийде гетьман, що страшинувати ме над народом моїм Ізраїлем.",Ukranian
"Закликавши тодї Ірод тайкома мудрцїв, пильно в них випитував, якого часу показалась зоря.",Ukranian
"І послав їх у Витлеєм, і каже: Йдїть та розпитайтесь пильно про те хлопятко; а як знайдете, принесіть менї звістку, щоб і мені пійти поклонитись йому.",Ukranian
"Вони ж, вислухавши царя, вийшли; коли се зоря, що бачили на сходї, йде поперед них, поки прийшла та й стала зверху, де було хлопятко.",Ukranian
"Побачивши ж вони зорю, зрадїли вельми великою радостю.",Ukranian
"І, ввійшовши в господу, знайшли хлопятко з Мариєю, матїрю його, й, припавши, поклонились йому; й, відкривши скарби свої, піднесли йому дари: золото, ладан і миро.",Ukranian
"І, бувши остережені вві снї, не вертатись до Ірода, вернулись в свою землю иншим шляхом.",Ukranian
"Як же вони вийшли, ось ангел Господень являєть ся Йосифові вві снї, глаголючи: Встань, візьми хлопятко й матір його, та втїкай в Єгипет, і перебудь там, поки сповіщу тебе; бо Ірод шукати ме хлопятка, щоб убити його.",Ukranian
"Він же, вставши, взяв хлопятко й матїр його в ночі, та й пійшов у Єгипет.",Ukranian
"І пробував там аж до смерти Іродової, щоб справдилось, що сказав Господь через пророка, глаголючи: Із Єгипту покликав я сина мого.",Ukranian
"Бачивши тоді Ірод, що мудрцї насьміялись із него, розлютував ся вельми, та й послав повбивати всїх дїтей у Витлеємі й у всіх гряницях його, од двох років і меньще, по тому часу, що про него він пильно довідував ся в мудрцїв.",Ukranian
"Тоді справдилось, що промовив Єремія пророк, глаголючи:",Ukranian
"Чути в Рамі голосїннє і плач і тяжке наріканнє: Рахила плаче по дітях своїх, і не дає розважати себе, бо їх нема вже.",Ukranian
"Як же вмер Ірод, ось являєть ся ангел Господень уві снї Йосифу в Єгиптї,",Ukranian
"глаголючи: Устань, та візьми хлопятко й матїр його, та йди в землю Ізраїлеву: бо ті померли, що шукали душі хлопятка.",Ukranian
"І встав він, і взяв хлопятко й матір його, та й пійшов у землю Ізраїлеву.",Ukranian
"Та, почувши, що Архелай царюв в Юдеї замість батька свого Ірода, побоявсь ійти туди; а, бувши остережений уві снї, звернув у сторони Галилейські:",Ukranian
"і, прийшовши, жив у городі, що його звали Назарет, щоб справдилось сказане в пророків: Що звати меть ся Назореєм.",Ukranian
"Того часу прийшов Йоан Хреститель, проповідуючи в пустинї Юдейській,",Ukranian
і глаголючи: Покайтесь: наближилось бо царство небесне.,Ukranian
"Се ж бо той, про кого казав пророк Ісаїя, глаголючи: Голос покликуючого в пустині: Приготовте дорогу Господню, правими робіть стежки Його.",Ukranian
"Сам же Йоан мав одежу свою з верблюжого волосу, й шкуряний пояс на поясниш своїй; а їдою його була сарана та дикий мед.",Ukranian
"Тодї виходили до него Єрусалим, і вся Юдея, і вся околиця Йорданська,",Ukranian
"і хрестились в Йордані від него, сповідаючи гріхи свої.",Ukranian
"Та, бачивши він, що багато Фарисеїв і Садукеїв приходило до хрещення його, сказав до них: Кодло гадюче, хто остеріг вас, щоб утікали від настигаючого гнїва?",Ukranian
Принесіть же овощ достойний покаяння;,Ukranian
