Text,Language
"विकि-शब्दकोष (एक मुक्त शब्दकोष एवं समानांतर कोष) 
 विकिताबें (मुफ़्त क़िताबें और उपयोगी सामग्री) 
 विकिक्वोट (विभिन्न सुभाषितों का संकलन) 
 विकिस्रोत (मुक्त स्त्रोत सामग्री) 
 कॉमंस (विकिमीडिया प्रकल्प का मीडिया फ़ाइल भंडार) 
 विकिसमाचार (मुक्त समाचार) योगदानकर्ताओं के लिए: यह लेख इंटरनेट (इण्टरनेट) विश्वकोश के बारे में बतलाता  है। कि विकिपीडिया के मुख्य पृष्ठ के लिए, विकिपीडिया का मुख्य पृष्ठ देखें। विकिपीडिया के आगंतुक परिचय के लिए, विकिपीडिया के बारे में पृष्ठ देखें। विकिपीडिया  एक मुफ्त,[5] वेब आधारित और सहयोगी बहुभाषी विश्वकोश है, जो गैर-लाभ विकिमीडिया फाउनडेशन से सहयोग प्राप्त परियोजना में उत्पन्न हुआ। इसका नाम दो शब्दों विकी (wiki) (यह सहयोगी वेबसाइटों के निर्माण की एक तकनीक है, यह एक हवाई शब्द विकी है जिसका अर्थ है ""जल्दी"") और एनसाइक्लोपीडिया (encyclopedia) का संयोजन है। 
दुनिया भर में स्वयंसेवकों के द्वारा सहयोग से विकिपीडिया के 1.3 करोड़ लेख (29 लाख अंग्रेजी विकिपीडिया में) लिखे गए हैं और इसके लगभग सभी लेखों को वह कोई भी व्यक्ति संपादित कर सकता है, जो विकिपीडिया वेबसाईट का उपयोग कर सकता है। [6] इसे जनवरी 2001 में जिम्मी वेल्स और लेरी सेंगर के द्वारा प्रारंभ (प्रारम्भ) किया गया,[7] यह वर्तमान में इंटरनेट (इण्टरनेट) पर सबसे लोकप्रिय संदर्भित कार्य है। 
[3][8][9][10] विकिपीडिया के आलोचक इसे व्यवस्थित पूर्वाग्रह और असंगतियों को दोषी ठहराते हैं,[11] और आरोप लगते हैं कि यह इसकी सम्पादकीय प्रक्रिया में उपलब्धियों पर सहमति का पक्ष लेती है।[12]
[13] विकिपीडिया की विश्वसनीयता और सटीकता भी एक मुद्दा है।[14][15] अन्य आलोचनाओं के अनुसार नकली या असत्यापित जानकारी का समावेश और विध्वंसक प्रवृति भी इसके दोष हैं,[16] हालाँकि विद्वानों के द्वारा किये गए कार्य बताते हैं कि विध्वंसक प्रवृति आमतौर पर अल्पकालिक होती है। 
[17][18] और एंड्रयू लिह ने ऑनलाइन पत्रकारिता पर पांचवीं अन्तर्राष्ट्रीय संगोष्ठी में,[19] विकिपीडिया के महत्त्व को न केवल एक विश्वकोश के सन्दर्भ में वर्णित किया बल्कि इसे एक बार बार अद्यतन होने वाले समाचार स्रोत के रूप में भी वर्णित किया क्योंकि यह हाल में हुई घटनाओं के बारे में बहुत जल्दी लेख प्रस्तुत करता है। जब टाइम पत्रिका ने यू (You) को वर्ष 2006 के लिए पर्सन ऑफ़ द इयर की मान्यता दी और बताया कि दुनिया भर में कई मिलियन उपयोगकर्ताओं के द्वारा इसका उपयोग किया जाता है और ऑनलाइन सहयोग में इसकी बढ़ती सफलता को मान्यता दी, इसने वेब 2.0 सेवाओ के तीन उदाहरणों में विकिपीडिया को यूट्यूब और माइस्पेस के साथ रखा। 
[20] विकिपीडिया, न्यूपीडिया (Nupedia) के लिए एक पूरक परियोजना के रूप में शुरू हुई, जो एक मुफ्त ऑनलाइन अंग्रेजी भाषा की विश्वकोश परियोजना है, जिसके लेखों को विशेषज्ञों के द्वारा लिखा गया और एक औपचारिक प्रक्रिया के तहत इसकी समीक्षा की गयी। न्यूपीडिया की स्थापना 9 मार्च 2000 को एक वेब पोर्टल कम्पनी बोमिस, इंक के स्वामित्व के तहत की गयी। इसके मुख्य सदस्य थे, जिम्मी वेल्स, बोमिस CEO और लेरी सेंगर, न्यूपीडिया के एडिटर-इन-चीफ और बाद के विकिपीडिया। 
प्रारंभ में न्यूपीडिया को इसके अपने न्यूपीडिया ओपन कंटेंट लाइसेंस के तहत लाइसेंस दिया गया और रिचर्ड स्टालमेन के सुझाव पर विकिपीडिया की स्थापना से पहले इसे GNU के मुफ्त डोक्युमेंटेशन लाइसेंस में बदल दिया गया। 
[21] लैरी सेंगर और जिम्मी वेल्स विकिपीडिया (Wikipedia) के संस्थापक हैं। [22][23] जहाँ एक ओर वेल्स को सार्वजनिक रूप से संपादन योग्य विश्वकोश के निर्माण के उद्देश्य को परिभाषित करने के श्रेय दिया जाता है,[24][25] सेंगर को आमतौर पर इस उद्देश्य को पूरा करने के लिए एक विकी की रणनीति का उपयोग करने का श्रेय दिया जाता है। [26] 10 जनवरी 2001 को, लेरी सेंगर ने न्यूपीडिया के लिए एक ""फीडर परियोजना"" के रूप में एक विकी का निर्माण करने के लिए न्यूपीडिया मेलिंग सूची की प्रस्तावना दी। 
[27]
विकिपीडिया को औपचारिक रूप से 15 जनवरी 2001 को, www.wikipedia.com पर एकमात्र अंग्रेजी भाषा के संस्करण के रूप में शुरू किया गया।[28] ओर इसकी घोषणा न्यूपीडिया मेलिंग सूची पर सेंगर के द्वारा की गयी। 
[24] विकिपीडिया की ""न्यूट्रल पॉइंट ऑफ़ व्यू""[29] की नीति को इसके प्रारंभिक महीनों में संकेतबद्ध किया गया, ओर यह न्यूपीडिया की प्रारंभिक ""पक्षपातहीन"" नीति के समान थी। 
अन्यथा, प्रारंभ में अपेक्षाकृत कम नियम थे और विकिपीडिया न्यूपीडिया से स्वतंत्र रूप से कार्य करती थी। [24] विकिपीडिया ने न्यूपीडिया से प्रारंभिक योगदानकर्ता प्राप्त किये, ये थे स्लेशडॉट पोस्टिंग और सर्च इंजन इंडेक्सिंग। 
2001 के अंत तक इसके लगभग 20,000 लेख और 18 भाषाओँ के संस्करण हो चुके थे। 2002 के अंत तक इसके 26 भाषाओँ के संस्करण हो गए, 2003 के अंत तक 46 और 2004 के अंतिम दिनों तक 161 भाषाओँ के संस्करण हो गए।[30] न्यूपीडिया और विकिपीडिया तब तक एक साथ उपस्थित थे जब पहले वाले के सर्वर को स्थायी रूप से 2003 में डाउन कर दिया गया और इसके पाठ्य को विकिपीडिया में डाल दिया गया। 
9 सितम्बर 2007 को अंग्रेजी विकिपीडिया 2 मिलियन लेख की संख्या को पार कर गया, यह तब तक का सबसे बड़ा संकलित विश्वकोश बन गया, यहाँ तक कि इसने योंगल विश्वकोश के रिकॉर्ड (1407) को भी तोड़ दिया, जिसने 600 वर्षों के लिए कायम रखा था। 
[31] एक कथित अंग्रेजी केन्द्रित विकिपीडिया में नियंत्रण की कमी और वाणिज्यिक विज्ञापन की आशंका से, स्पेनिश विकिपीडिया के उपयोगकर्ता फरवरी 2002 में Enciclopedia Libre के निर्माण के लिए विकिपीडिया से अलग हो गए।[32] बाद में उसी वर्ष, वेल्स ने घोषित किया कि विकिपीडिया विज्ञापनों का प्रदर्शन नहीं करेगा और इसकी वेबसाईट को wikipedia.org में स्थानांतरित कर दिया गया। [33] तब से कई अन्य परियोजनाओं को सम्पादकीय कारणों से विकिपीडिया से अलग किया गया है। विकिइन्फो के लिए किसी उदासीन दृष्टिकोण की आवश्यकता नहीं होती है और यह मूल अनुसंधान की अनुमति देता है। विकिपीडिया से प्रेरित नयी परियोजनाएं-जैसे सिटीजेंडियम (Citizendium), स्कॉलरपीडिया (Scholarpedia), कंजर्वापीडिया (Conservapedia) और गूगल्स नोल (Knol)[कृपया उद्धरण जोड़ें]-विकिपीडिया की कथित सीमाओं को संबोधित करने के लिए शुरू की गयी हैं, जैसे सहकर्मी समीक्षा, मूल अनुसंधान और वाणिज्यिक विज्ञापनपर इसकी नीतियां। विकिपीडिया फाउंडेशन का निर्माण 20 जून 2003 को विकिपीडिया और न्यूपीडिया से किया गया। [34] इसे 17 सितम्बर 2004 को विकिपीडिया को ट्रेडमार्क करने के लिए ट्रेडमार्क कार्यालय और अमेरिकी पेटेंट पर लागू किया गया। 
इस मार्क को 10 जनवरी 2006 को पंजीकरण का दर्जा दिया गया। 16 दिसम्बर 2004 को जापान के द्वारा ट्रेडमार्क संरक्षण उपलब्ध कराया गया और 20 जनवरी 2005 को यूरोपीय संघ के द्वारा ट्रेडमार्क संरक्षण उपलब्ध कराया गया। तकनीकी रूप से एक सर्विस मार्क, मार्क का स्कोप ""इंटरनेट के माध्यम से आम विश्वकोश के ज्ञान के क्षेत्र में जानकारी के प्रावधान"" के लिए है,[कृपया उद्धरण जोड़ें] कुछ उत्पादों जैसे पुस्तकों और DVDs के लिए विकिपीडिया ट्रेडमार्क के उपयोग को लाइसेंस देने की योजनायें बनायी जा रही हैं। 
[35] [[चित्र:Wiki feel stupid v2.ogvIMAGE_OPTIONSIn April 2009, the conducted a Wikipedia usability study, questioning users about the editing mechanism.REF START
पारंपरिक विश्वकोशों जैसे एन्साइक्लोपीडिया ब्रिटेनिका (Encyclopædia Britannica) के विपरीत, विकिपीडिया के लेख किसी औपचारिक सहकर्मी समीक्षा की प्रक्रिया से होकर नहीं गुजरते हैं और लेख में परिवर्तन तुंरत उपलब्ध हो जाते हैं l
किसी भी लेख पर इसके निर्माता या किसी अन्य संपादक का अधिकार नहीं है और न ही किसी मान्यता प्राप्त प्राधिकरण के द्वारा इसका निरीक्षण किया जा सकता है। कुछ ही ऐसे विध्वंस-प्रवण पेज हैं जिन्हें केवल इनके स्थापित उपयोगकर्ताओं के द्वारा ही संपादित किया जा सकता है, या विशेष मामलों में केवल प्रशासकों के द्वारा संपादित किया जा सकता है, हर लेख को गुमनाम रूप में या एक उपयोगकर्ता के अकाउंट के साथ संपादित किया जा सकता है, जबकि केवल पंजीकृत उपयोगकर्ता ही एक नया लेख बना सकते हैं (केवल अंग्रेजी संस्करण में)।
इसके परिणामस्वरूप, विकिपीडिया अपने अवयवों ""की वैद्यता की कोई गारंटी नहीं"" देता है। 
[36] एक सामान्य सन्दर्भ कार्य होने के कारण, विकिपीडिया में कुछ ऐसी सामग्री भी है जिसे विकिपीडिया के संपादकों सहित कुछ लोग[37] आक्रामक, आपत्तिजनक और अश्लील मानते हैं। [38] उदाहरण के लिए, 2008 में, विकिपीडिया, ने इस निति को ध्यान में रखते हुए, अपने अंग्रेजी संस्करण में, मुहम्मद के वर्णन को शामिल करने के खिलाफ एक एक ऑनलाइन याचिका को अस्वीकार कर दिया।
विकिपीडिया में राजनीतिक रूप से संवेदनशील सामग्री की उपस्थिति के कारण, पीपुल्स रिपब्लिक ऑफ चाइना ने इस वेबसाइट के कुछ भागों का उपयोग को प्रतिबंधित कर दिया।[39] (यह भी देखें: विकिपीडिया के IWF ब्लॉक) विकिपीडिया के अवयव फ्लोरिडा में कानून के अधीन हैं (विशेष कॉपीराईट कानून में), जहाँ विकिपीडिया के सर्वरों की मेजबानी की जाती है और कई सम्पादकीय नीतियां और दिशानिर्देश इस बात पर बल देते हैं कि विकिपीडिया एक विश्वकोश है। 
विकिपीडिया में प्रत्येक प्रविष्टि एक विषय के बारे में होनी चाहिए जो विश्वकोश से सम्बंधित है और इस प्रकार से शामिल किये जाने के योग्य है। एक विषय विश्वकोश से सम्बंधित समझा जा सकता है यदि यह विकिपीडिया के शब्दजाल में ""उल्लेखनीय"" है,[40] अर्थात, यदि इसने उन माध्यमिक विश्वसनीय स्रोतों में महत्वपूर्ण कवरेज़ प्राप्त किया है (अर्थात मुख्यधारा मीडिया या मुख्य अकादमिक जर्नल), जो इस विषय के मामले से स्वतंत्र हैं। दूसरा, विकिपीडिया को केवल उसी ज्ञान को प्रदर्शित करना है जो पहले से ही स्थापित और मान्यता प्राप्त है।[41] दूसरे शब्दों में, उदाहरण के लिए इसे नयी जानकारी और मूल कार्य को प्रस्तुत नहीं करना चाहिए। एक दावा जिसे चुनौती दी जा सकती है, उसे विश्वसनीय सूत्रों के सन्दर्भ की आवश्यकता होती है। विकिपीडिया समुदाय के भीतर, इसे अक्सर ""verifiability, not truth"" के रूप में बताया जाता है, यह इस विचार को व्यक्त करता है कि पाठक खुद लेख में प्रस्तुत होने वाली सामग्री की सच्चाई की जांच कर सकें और इस विषय में अपनी खुद की व्याख्या बनायें.",Hindi
"[42] अंत में, विकिपीडिया एक पक्ष नहीं लेता है।[43] सभी विचार और दृष्टिकोण, यदि बाहरी स्रोतों को निर्दिष्ट कर सकते हैं, उन्हें एक लेख के भीतर कवरेज़ का उपयुक्त हिस्सा मिलना चाहिए। [44] विकिपीडिया के संपादक एक समुदाय के रूप में उन नीतियों और दिशानिर्देशों को लिखते हैं और संशोधित करते हैं,[45] और उन्हें डिलीट करके उन पर बल देते हैं, टैग लगा कर उनकी व्याख्या करते हैं, या लेख की उस सामग्री में संशोधन करते हैं जो उसकी जरूरतों को पूरा करने में असफल होती हैं। 
(डीलीट करना और शामिल करना भी देखें)[46][47] योगदानकर्ता, चाहे वे पंजीकृत हों या नहीं, सॉफ्टवेयर में उपलब्ध उन सुविधाओं का लाभ उठा सकते हैं, जो विकिपीडिया को प्रबल बनाती हैं। 
प्रत्येक लेख से जुड़ा ""इतिहास"" का पृष्ठ लेख के प्रत्येक पिछले दोहरान का रिकॉर्ड रखता है, हालाँकि अभियोगपत्र के अवयवों, आपराधिक धमकी या कॉपीराइट के उल्लंघन के दोहरान को बाद में हटाया जा सकता है।
[48][49] यह सुविधा पुराने और नए संस्करणों की तुलना को आसान बनाती है, उन परिवर्तनों को अन्डू करने में मदद करती है जो संपादक को अनावश्यक लगते हैं, या खोये हुए अवयवों को रीस्टोर करने में भी मदद करती है। प्रत्येक लेख से सम्बंधित ""डिस्कशन (चर्चा)"" के पृष्ठ कई संपादकों के बीच कार्य का समन्वय करने के लिए प्रयुक्त किये जाते हैं।
[50] नियमित योगदानकर्ता अक्सर, अपनी रूचि के लेखों की एक ""वॉचलिस्ट"" बना कर रखते हैं, ताकि वे उन लेखों में हाल ही में हुए सभी परिवर्तनों पर आसानी से टैब्स रख सकें.",Hindi
"बोट्स नामक कंप्यूटर प्रोग्राम के निर्माण के बाद से ही इसका प्रयोग व्यापक रूप से विध्वंस प्रवृति को हटाने के लिए किया जाता रहा है,[18] इसका प्रयोग गलत वर्तनी और शैलीगत मुद्दों को सही करने के लिए और सांख्यिकीय आंकडों से मानक प्रारूप में भूगोल की प्रविष्टियों जैसे लेख को शुरू करने के लिए किया जाता है। संपादन मॉडल का खुला स्वभाव विकिपीडिया के अधिकांश आलोचकों के लिए केंद्र बना रहा है। 
उदाहरण के लिए, किसी भी अवसर पर, एक लेख का पाठक यह सुनिश्चित नहीं कर सकता कि जिस लेख को वह पढ़ रहा है उसमें विध्वंस प्रवृति शामिल है या नहीं। आलोचक तर्क देते हैं कि गैर विशेषज्ञ सम्पादन गुणवत्ता को कम कर देता है। क्योंकि योगदानकर्ता आम तौर पर पूरे दोहरान के बजाय एक प्रविष्टि के छोटे हिस्से को पुनः लिखते हैं, एक प्रविष्टि में उच्च और निम्न गुणवत्ता के अवयव परस्पर मिश्रित हो सकते हैं। 
इतिहासकार रॉय रोजेनजवीग ने कहा: ""कुल मिलाकर, लेखन विकिपीडिया का कमजोर आधार है। समितियां कभी कभी अच्छा लिखती हैं और विकिपीडिया की प्रविष्टियों की गुणवत्ता अक्सर अस्थिर होती है जो भिन्न लोगों के द्वारा लिखे गए वाक्यों या प्रकरणों के परस्पर मिलने का परिणाम होती हैं। ""
[51] ये सभी सटीक सूचना के एक स्रोत के रूप में विकिपीडिया की विश्वसनीयता पर सवाल पैदा करते हैं। 2008 में, दो शोधकर्ताओं ने सिद्धांत दिया कि विकिपीडिया का विकास सतत है।
[52] विकिपीडिया पर व्यवस्थित पूर्वाग्रह और असंगति प्रदर्शित करने का आरोप लगाया गया है;[15] आलोचकों का तर्क है कि अधिकांश जानकारी के लिए उपयुक्त स्रोतों की कमी और विकिपीडिया का खुला स्वभाव इसे अविश्वसनीय बनाता है। 
[53] कुछ टिप्पणीकारों का सुझाव है कि विकिपीडिया आमतौर पर विश्वसनीय है, लेकिन किसी भी दिए गए लेख की विश्वसनीयता हमेशा स्पष्ट नहीं होती है।[13] पारंपरिक सन्दर्भ कार्य जैसे एन्साइक्लोपीडिया ब्रिटेनिका (Encyclopædia Britannica) के सम्पादक, एक विश्वकोश के रूप में परियोजना की उपयोगिता और प्रतिष्ठा पर सवाल उठाते हैं। [54] विश्वविद्यालयों के कई प्रवक्ता अकादमिक कार्य में किसी भी एनसाइक्लोपीडिया, का प्राथमिक स्रोत के रूप में उपयोग करने से छात्रों को हतोत्साहित करते हैं;[55] कुछ तो विशेष रूप से विकिपीडिया के उपयोग को निषिद्ध करते हैं।[56] सह संस्थापक जिमी वेल्स इस बात पर ज़ोर देते है कि किसी भी प्रकार का विश्वकोश आमतौर पर प्राथमिक स्रोत के रूप में उपयुक्त नहीं हैं और प्राधिकृत के रूप से इस पर भरोसा नहीं किया जाना चाहिए।[57] उपयोगकर्ताओं की गोपनीयता के परिणामस्वरूप लेखे-जोखे की क्षमता की कमी के सम्बन्ध में भी मुद्दे उठाये गए हैं,[58] साथ ही कृत्रिम सूचना की प्रविष्टि, विध्वंस प्रवृति और इसी तरह की अन्य समस्याएं भी सामने आयी हैं।
विशेष रूप से एक घटना, जिसका बहुत प्रचार हुआ, में अमेरिकी राजनीतिज्ञ जॉन सीजेनथेलर की जीवनी के बारे में गलत जानकारी डाल दी गयी और चार महीने तक इसका पता नहीं लगाया जा सका।
[59]USA टुडे के फाउन्डिंग एडिटोरिअल डायरेक्टर और वेंडरबिल्ट विश्वविद्यालय में फ्रीडम फोरम फर्स्ट अमेरिकन सेंटर के संस्थापक जॉन सीजेनथेलर ने जिमी वेल्स को बुलाया और उससे पूछा, ""....
क्या आप.............जानते हैं कि यह किसने लिखा है?",Hindi
"""""नहीं, हम नहीं जानते"", जिमी ने कहा.",Hindi
"[60] कुछ आलोचकों का दावा है कि विकिपीडिया की खुली सरंचना के कारण इंटरनेट उत्पीड़क, विज्ञापनदाता और वे लोग जो कोई हमला बोलना चाहते हैं, इसे आसानी से लक्ष्य बनाते हैं।[48][61]अमेरिकी प्रतिनिधि सभा और विशेष हित के समूहों सहित संगठनों के द्वारा दिए गए लेखों में राजनितिक परिप्रेक्ष्य[16] शामिल किया गया है,[62] और संगठन जैसे माइक्रोसोफ्ट ने विशेष लेखों पर काम करने के लिए वित्तीय भत्ते देने का प्रस्ताव रखा है।[63] इन मुद्दों को मुख्य रूप से कोलबर्ट रिपोर्ट में स्टीफन कोलबर्ट के द्वारा ख़राब तरीके से प्रस्तुत किया गया है। [64] 2009 की पुस्तक द विकिपीडिया रेवोलुशन के लेखक एंड्रयू लिह के अनुसार, ""एक विकी में इसकी सभी गतिविधियाँ खुले में होती हैं ताकि इनकी जांच की जा सके...... समुदाय में अन्य लोगों की क्रियाओं के प्रेक्षण के द्वारा भरोसा पैदा किया जाता है, इसके लिए लोगों की सामान और पूरक रुचियों का पता लगाया जाता है।"" [65] अर्थशास्त्री टायलर कोवेन लिखते हैं, ""यदि मुझे यह सोचना पड़े कि अर्थशास्त्र पर विकिपीडिया के जर्नल लेख सच हैं या या मीडियन सम्बन्धी लेख सच हैं, तो मैं विकिपीडिया को चुनूंगा, इसके लिए मुझे ज्यादा सोचना नहीं पडेगा.""",Hindi
"वह टिप्पणी देते हैं कि नॉन-फिक्शन के कई पारंपरिक स्रोत प्रणालीगत पूर्वाग्रहों से पीड़ित है। जर्नल लेख में नवीन परिणामों की रिपोर्ट जरुरत से जयादा दी जाती है और प्रासंगिक जानकारी को समाचार रिपोर्ट में से हटा दिया जाता है।
हालाँकि, वे यह चेतावनी भी देते हैं कि इंटरनेट की साइटों पर त्रुटियां अक्सर पायी जाती हैं और शिक्षाविदों तथा विशेषज्ञों को इन्हें सुधारने के लिए सतर्क रहना चाहिए, 
[66] फ़रवरी 2007 में, द हार्वर्ड क्रिमसन अखबार में एक लेख में कहा गया कि हार्वर्ड विश्वविद्यालय में कुछ प्रोफेसर अपने पाठ्यक्रम में विकिपीडिया को शामिल करते हैं, लेकिन विकिपीडिया का उपयोग करने में उनकी अवधारणा में मतभेद है। 
[67] जून 2007 में अमेरिकी लाइब्रेरी एसोसिएशन के भूतपूर्व अध्यक्ष माइकल गोर्मनने गूगल के साथ, विकिपीडिया को निंदन किया,[68] और कहा कि वे शिक्षाविद जो विकिपीडिया के उपयोग का समर्थन करते हैं ""बौद्धिक रूप से उस आहार विशेषज्ञ के समतुल्य हैं जो सब चीजों के साथ बिग मैक्स के निरंतर आहार की सलाह देते हैं।"" उन्होंने यह भी कहा कि ""बौद्धिक रूप से निष्क्रिय लोगों की एक पीढ़ी जो इन्टरनेट से आगे बढ़ने में असमर्थ है"", उसे विश्वविद्यालयों में उत्पन्न किया जा रहा है। उनकी शिकायत है कि वेब आधारित स्रोत उस अधिक दुर्लभ पाठ्य को सीखने से रोक रहे हैं जो या तो केवल दस्तावेजों में मिलता है या सबस्क्रिप्शन-ओनली (जिनमें सदस्यता ली जाती है) वेबसाइट्स पर मिलता है। 
इसी लेख में जेन्नी फ्राई (ऑक्सफ़ोर्ड इंटरनेट संस्थान में एक अनुसंधान साथी) ने विकिपीडिया की अकादमिक शिक्षा पर टिप्पणी दी कि: ""आप यह नहीं कह सकते हैं कि बच्चे बौद्धिक रूप से आलसी हैं क्योंकि वे इंटरनेट का उपयोग कर रहें हैं जबकि दूसरी ओर शिक्षाविद अपने अनुसंधान में सर्च इंजन का उपयोग कर रहे हैं। 
अंतर यह है कि उन्हें जो भी उन्हें प्राप्त हो रहा है, वह अधिकारिक है या नहीं और इसके बारे में जटिल होने का उन्हें अधिक अनुभव है। बच्चों को यह बताने की आवश्यकता है कि एक महत्वपूर्ण और उचित तरीके से इंटरनेट का उपयोग कैसे किया जाये। ""[68] विकिपीडिया समुदाय ने विकिपीडिया की विश्वसनीयता को सुधारने की कोशिश की है। अंग्रेजी भाषा के विकिपीडिया ने मूल्यांकन पैमाने की शुरुआत की जिससे लेख की गुणवत्ता की जांच की जाती है;[69] अन्य संस्करणों ने भी इसे अपना लिया है। अंग्रजी में लगभग 2500 लेख ""फीचर्ड आर्टिकल"" के दर्जे के उच्चतम रैंक तक पहुँचने के लिए मापदंडों के समुच्चय को पास कर चुके हैं;[70] ऐसे लेख अपने विषय में सम्पूर्ण और भली प्रकार से लिखा गया कवरेज़ उपलब्ध कराते हैं, जिन्हें कई सहकर्मी समीक्षा प्रकाशनों के द्वारा समर्थन प्राप्त है।[71] ज़र्मन विकिपीडिया, लेखों के ""स्थिर संस्करणों"" के रख रखाव की एक प्रणाली का परीक्षण कर रहा है,[72] ताकि यह एक पाठक को लेख के उन संस्करणों को देखने में मदद करे जो विशिष्ट समीक्षाओं से होकर गुजर चुके हैं। अन्य भाषाओँ के संस्करण इस ""ध्वजांकित संशोधन"" के प्रस्ताव को लागू करने के लिए एक सहमति तक नहीं पहुँचे हैं।[73][74] एक और प्रस्ताव यह है कि व्यक्तिगत विकिपीडिया योगदानकर्ताओं के लिए ""ट्रस्ट रेटिंग"" बनाने के लिए सॉफ्टवेयर का उपयोग और इन रेटिंग्स का उपयोग यह निर्धारित करने में करना कि कौन से परिवर्तन तुंरत दिखायी देंगे। 
[75] विकिपीडिया समुदाय ने ""a bureaucracy of sorts"" की स्थापना की है, जिसमें ""एक स्पष्ट सत्ता सरंचना शामिल है जो स्वयं सेवी प्रशासकों को सम्पादकीय नियंत्रण का अधिकार देती है। [76][77][78]
विकिपीडिया के समुदाय को ""पंथ की तरह (cult-like)"" के रूप में भी वर्णित किया गया है,[79] हालाँकि इसे हमेशा पूरी तरह से नकारात्मक अभिधान के साथ इस तरह से वर्णित नहीं किया गया है,[80] और अनुभवहीन उपयोगकर्ताओं को समायोजित करने की असफलता के लिए इसकी आलोचना की जाती है।[81] समुदाय में अच्छी प्रतिष्ठा के सम्पादक स्वयंसेवक स्टेवर्डशिप के कई स्तरों में से एक को चला सकते हैं; यह ""प्रशासक"" के साथ शुरू होता है,[82][83] विशेषाधिकृत उपयोगकर्ताओं का एक समूह जिसके पास पृष्ठों को डीलीट करने की क्षमता है, विध्वंस प्रवृति या सम्पादकीय विवादों की स्थिति में लेख में परिवर्तन को रोक (lock) देते हैं और उपयोगकर्ताओं के सम्पादन को अवरुद्ध कर देते हैं। 
नाम के अलावा, प्रशासक फैसला लेने में किसी भी विशेषाधिकार का उपयोग नहीं करते हैं; इसके बजाय वे अधिकतर उन लेखों के संपादन तक ही सीमित होते हैं, जिनमें परियोजना व्यापक प्रभाव होते हैं और इस प्रकार से ये सामान्य संपादकों को अनुमति नहीं देते हैं और उपयोगकर्ताओं को विघटनकारी संपादन (जैसे विध्वंस प्रवृति) के लिए प्रतिबंधित कर देते हैं। 
[84] चूंकि विकिपीडिया विश्वकोश निर्माण के अपरंपरागत मोडल के साथ विकसित होता है, ""विकिपीडिया को कौन लिखता है?""",Hindi
