Text,Language
"Nature (Fransızca ve İngilizce: Nature = doğa) Vikipedi, kullanıcıları tarafından ortaklaşa olarak birçok dilde hazırlanan; özgür, bağımsız, ücretsiz, reklamsız, kâr amacı gütmeyen bir internet ansiklopedisi.",Turkish
MediaWiki yazılımı kullanılarak hazırlanmaktadır.,Turkish
Sürekli eklemeler ve değişiklikler yapıldığı için hiçbir zaman tamamlanmayacağı varsayılmaktadır.,Turkish
"Kurucularından, Jimmy Wales Vikipedi'yi, ""Dünya üzerindeki her insana kendi dilinde, en üst kalitede, bedava bir ansiklopedi oluşturma ve dağıtma uğraşısı"" olarak tanımlamaktadır.",Turkish
"[3] Vikipedi sözcüğü, viki ve pedi kelimelerinin birleşiminden oluşur.",Turkish
"""Viki"", Hawaii dili'ndeki ""wiki wiki"" (hızlı veya bilgi amaçlı) sözcüğünden türetilmiştir.",Turkish
"[4] ""Pedi"" ise, Antik Yunan Medeniyeti'nde ""kapsamlı kültürel eğitim sistemi"" anlamına gelen paideia kelimesinden gelir.",Turkish
[5] Vikipedi'nin güvenilebilirliği ve doğruluğu üzerine tartışmalar mevcuttur ve site yoğun olarak vandalizme maruz kalmaktadır.,Turkish
"Maddelerin eşit olmayan kalitesi, değişikliklerin takipsizliği, sistem hataları ve bilgilerin doğruluğu üzerine tartışmalar hâlen devam etmektedir.",Turkish
"[kaynak belirtilmeli] Verilen bilgiler bazen onaylanmamış ve sorgulanabilir olabilir, kaynakları eksik olabilir.",Turkish
"Ancak 2005'te yapılan bir araştırmada, İngilizce Vikipedi'deki ""doğal bilgiler üzerine"" girdilerin doğruluğu, Britannica Ansiklopedisi ile aynı seviyede bulunmuştur.",Turkish
[6] Encyclopædia Britannica Inc. şirketi ise ansiklopedilerindeki maddelerin ödül kazanmış ünlü akademisyenler tarafından hazırlandığını belirterek bu araştırmayı hatalı bulmuştur.,Turkish
"[kaynak belirtilmeli] Vikipedi'nin ana sunucuları ABD'nin Florida Eyaleti'ndeki Tampa kentinde, diğer başlıca sunucuları ise Hollanda'nın Amsterdam, Fransa'nın Paris ve Güney Kore'nin Seul kentinde bulunmaktadır.",Turkish
"Vikipedi, gönüllülerin ortaklaşa çabası doğrultusunda ve neredeyse herkesin web sitesine ulaşıp değiştirmesiyle yazılmaktadır.",Turkish
Vikipedi'ye bilgi girişi yapabilmek için üye olma zorunluluğu yoktur.,Turkish
Bu durum bilgilerin herkes tarafından anında eklenebilmesine olanak verir.,Turkish
"Bununla beraber üye olmanın, yapılan değişikliklerin kaydını tutabilmek, seçkin madde vb.",Turkish
"oylamalarına katılmak, vandalizmle mücadeleyi kolaylaştırmak gibi avantajları vardır.",Turkish
"Diğer İnternet ansiklopedi projelerinin çoğu üyelik gerektirir ve yalnızca uzmanların yazılarına izin vermektedir: Stanford Felsefe Ansiklopedisi, Nupedia, h2g2 ve Everything2 gibi.",Turkish
Bazı ansiklopediler de Vikipedi gibi Viki yazılımı kullanmaktadır.,Turkish
"Diğer ansiklopedilerden farklı olarak, Vikipedi GNU Özgür Belgeleme Lisansı (GÖBL) kullanmaktadır.",Turkish
Vikipedi'ye yazılan bilgilerin uygunluğu konusunda bazı kurallar mevcuttur.,Turkish
"Bilgiler tartışılır, değerlendirilir ve içeriğe eklenmesi, değiştirilmesi veya Vikisözlük gibi kardeş bir projeye transfer olması üzerine kararlar alınır.",Turkish
"Vikipedi'nin ana kurallarından biri maddelerin tarafsız bir şekilde, kaynaklarıyla birlikte, olumlu ya da olumsuz tüm yönleriyle sunulması gerektiğidir.",Turkish
"Vikipedi, maddeleri tamamen objektif ve doğru bir şekilde sunmaya ve her türlü bakış açısını yansıtmaya çalışır.",Turkish
"Maddeler kullanıcıların kolaylıkla anlayabileceği bir sunuş kısmının (giriş) ardından ayrıntıya girilerek, günümüz itibarıyla doğrulanabilecek kaynaklarla sunulmalıdır.",Turkish
2020'de yayımlanan verilere göre İngilizce Vikipedi sürümünde 31 binden fazla aktif editör varken diğer dillerde binden fazla aktif editörü olan Vikipedi projelerinin sayısı 11'dir.,Turkish
Wikimedia Vakfı'nın 2019'da yayımladığı verilere göre editörlerin %91'i erkek ve %77'si beyazdır.,Turkish
"[7] Oldukça kapsamlı ve ortaklaşa üretilen bir proje olan Vikipedi'de ve kardeş projelerinde, bütün katkıların yasalara uygun olarak yapılması önemlidir.",Turkish
"Normalde bir eserin yazarı o yazının telif hakkını elinde bulundurur ve bu hak, diğer insanların bu yazıyı değiştirmesini ve kopyalamasını engeller.",Turkish
Bu sebeple Vikipedi'deki maddeler GÖBL ile yazılmakta ve her yazar telif haklarından vazgeçmektedir.,Turkish
"GÖBL, birçok telifi özgür bırakılmış lisans gibi, yazılanın dağıtılmasına, benzeri dokümanların çıkmasına ve kâr amaçlı kullanıma izin verir.",Turkish
Bu lisans ayrıca yeniden katılım gösterenlerin aynı lisans ile değişiklikler yapmasına izin verir.,Turkish
"Özgür görünmesine rağmen bilgiyi yazan kişi telif hakkına sahiptir, ancak diğer insanların bu bilgilerden yararlanmasına ve geliştirmesine izin vermektedir.",Turkish
Katılımcılar birden fazla lisansı içeriklerinde kullanabilirler ya da kamu malı olarak ilan edebilirler.,Turkish
"Vikipedi'deki resimlerin, seslerin ve video dosyalarının büyük çoğunluğu GÖBL lisansı ile lisanslanmaktadır.",Turkish
"Şirket logoları, şarkı örnekleri, haber fotoğrafları ise Amerika Birleşik Devletleri kanunlarına göre adil kullanım altında kullanılmaktadır.",Turkish
Bunun yanı sıra Creative Commons gibi GÖBL benzeri lisanslama yöntemleri de mevcuttur.,Turkish
Vikipedi'nin en önemli politikalarından biri tarafsızlık politikasıdır.,Turkish
"[8] Tarafsız bakış açısı yönergesi, Vikipedi'nin temel taşlarından birisidir.",Turkish
"Özellikle tartışmalı tüm konular, tartışmanın taraflarına eşit mesafede kalınarak yazılmalıdır.",Turkish
"Unutulmamalıdır ki Vikipedi bir milletin, grubun, takımın, sınıfın, dinin ansiklopedisi değildir.",Turkish
"Her dil Vikipedisine, o dili bilen herkesin katkıda bulunabilmesi mümkündür.",Turkish
"Vikipedi maddeleri hazırlanırken kanılara değil, olgulara yer verilir.",Turkish
"Basit bir örnek vermek gerekirse, ""Beatles dünyanın en iyi müzik grubudur"" ifadesi bir kanıdır ve Vikipedi'de yer alamaz.",Turkish
"Ancak, ""Thriller, dünyanın gelmiş geçmiş en çok satan albümüdür"" ifadesi bir olgudur ve güvenilir üçüncü parti kaynaklarını göstermek kaydı ile Vikipedi'de yer alabilir.",Turkish
"Özellikle dinî ve siyasi içerikli maddeler, Vikipedi'de en çok saldırıya uğrayan, değişiklik savaşlarına sahne olan maddelerdir.",Turkish
"Vikipedi'de, ""şehit"", ""terörist"", ""kahraman"" gibi göreceli tanımlamalardan kaçınılır.",Turkish
Doğrudan ya da dolaylı hakaretlere hoşgörü gösterilmez.,Turkish
"Dini kişilerden bahsederken ""Hazreti"", ""Aziz"", ""Yüce"" gibi sıfatlar kullanılmaz.",Turkish
"Tüm Vikipedilerin şu an 314 dil sürümü, 304 etkin dil sürümü (100'den fazla maddesi bulunan) mevcuttur.",Turkish
Vikipedilerin toplamda 55.721.345 maddesi vardır.,Turkish
Vikipedi her dilde birbirinden bağımsızdır.,Turkish
İçeriklerin diğer dillerdeki gibi olma zorunluğu yoktur ya da maddelerin birbirlerinin tercümesi olması gerekmez.,Turkish
Maddelerin otomatik tercümelerine izin verilmez; ancak yine de diğer dillerdeki Vikipedistler kendileri bu maddeleri tercüme ederler.,Turkish
Birçok dilde tarafsız bakış açısı savunulmaktadır; ancak bulundukları ülkenin kanun ve kurallarına göre değişiklikler yapabilirler.,Turkish
Maddeler ve resimler Vikipediler arasında paylaşılmaktadır.,Turkish
"Herhangi bir Vikipedist, başka bir dilden çeviri isteğinde bulunabilir.",Turkish
Bunun yanı sıra Wikimedia Commons deposunda da tüm Vikipedilerin kullandığı medya dosyaları mevcuttur.,Turkish
Birçok dildeki Vikipedi'de çevrilmiş dosyalar küçük bir bölümü temsil eder.,Turkish
"Alexa'ya göre, Vikipedi ziyaretçilerinin %61,58'i İngilizce Vikipedi sitesini ziyaret etmektedir.",Turkish
[9] Aşağıdaki liste 10 Aralık 2020 itibarıyla 1.000.000 üzerinde maddesi olan Vikipedileri göstermektedir.,Turkish
Hemen hemen tüm konuklar Vikipedi'nin içeriğini değiştirebilir; yeni kullanıcılar da yeni madde başlatabilirler.,Turkish
Sayfada yapılan değişiklik derhâl yansır.,Turkish
"Vikipedi kullanıcıların ortaklaşa çalışmasının zamanla maddeleri geliştireceği inancıyla kurulmuştur, tıpkı herhangi bir açık kaynaklı programın gelişmesi gibi.",Turkish
"Vikipedi editörleri bu durumu, ""sosyal Darwin evrimi gelişmesi"" ile açıklar.",Turkish
"Bu ortaklaşa ve anında değişiklikler, editörlerin mevcut maddeleri hızlıca geliştirmesine ve yenilerinin gerçekleşir gerçekleşmez ortaya çıkmasını sağlar.",Turkish
