Text,Language
U početku stvori Bog nebo i zemlju.,Croatian
Zemlja bijaše pusta  i prazna; tama se prostirala nad bezdanom i Duh Božji lebdio  je nad vodama.,Croatian
"I reče Bog: ""Neka bude svjetlost!"" I bi svjetlost.",Croatian
I  vidje Bog da je svjetlost dobra; i rastavi Bog svjetlost od tame.,Croatian
"Svjetlost prozva Bog dan, a tamu prozva noć. Tako bude večer, pa jutro - dan prvi.",Croatian
"I reče Bog: ""Neka bude svod posred voda da dijeli vode  od voda!"" I bi tako.",Croatian
Bog načini svod i vode pod svodom odijeli  od voda nad svodom.,Croatian
"A svod prozva Bog nebo. Tako bude večer, pa jutro - dan drugi.",Croatian
"I reče Bog: ""Vode pod nebom neka se skupe na jedno mjesto  i neka se pokaže kopno!"" I bi tako.",Croatian
"Kopno prozva Bog zemlja, a skupljene vode mora. I vidje Bog da je dobro.",Croatian
"I reče Bog: ""Neka proklija zemlja zelenilom - travom  sjemenitom, stablima plodonosnim, koja, svako prema svojoj vrsti, na zemlji donose plod što u sebi nosi svoje sjeme. I bi tako.",Croatian
"I nikne iz zemlje zelena trava što se sjemeni, svaka prema  svojoj vrsti, i stabla koja rode plodovima što u sebi nose svoje  sjeme, svako prema svojoj vrsti. I vidje Bog da je dobro.",Croatian
"Tako  bude večer, pa jutro - dan treći.",Croatian
"I reče Bog: ""Neka budu svjetlila na svodu nebeskom da  luče dan od noći, da budu znaci blagdanima, danima i godinama,",Croatian
"i neka svijetle na svodu nebeskom i rasvjetljuju zemlju!""  I bi tako.",Croatian
"I načini Bog dva velika svjetlila - veće da vlada  danom, manje da vlada noću - i zvijezde.",Croatian
"I Bog ih postavi  na svod nebeski da rasvjetljuju zemlju,",Croatian
da vladaju danom  i noću i da rastavljaju svjetlost od tame. I vidje Bog da je  dobro.,Croatian
"Tako bude večer, pa jutro - dan četvrti.",Croatian
"I reče Bog: ""Nek' povrvi vodom vreva živih stvorova,  i ptice nek' polete nad zemljom, svodom nebeskim!"" I bi tako.",Croatian
Stvori Bog morske grdosije i svakovrsne žive stvorove što  mile i vrve vodom i ptice krilate svake vrste. I vidje Bog da  je dobro.,Croatian
"I blagoslovi ih govoreći: ""Plodite se i množite  i napunite vode morske! I ptice neka se namnože na zemlji!""",Croatian
"Tako  bude večer, pa jutro - dan peti.",Croatian
"I reče Bog: ""Neka zemlja izvede živa bića, svako prema  svojoj vrsti: stoku, gmizavce i zvjerad svake vrste!"" I bi tako.",Croatian
"I stvori Bog svakovrsnu zvjerad, stoku i gmizavce svake vrste.  I vidje Bog da je dobro.",Croatian
"I reče Bog: ""Načinimo čovjeka na svoju sliku, sebi slična, da bude gospodar ribama morskim, pticama nebeskim i stoci -  svoj zemlji - i svim gmizavcima što puze po zemlji!""",Croatian
"Na svoju sliku stvori Bog čovjeka, na sliku Božju on ga stvori, muško i žensko stvori ih.",Croatian
"I blagoslovi ih Bog i reče im: ""Plodite se, i množite, i napunite zemlju, i sebi je podložite! Vladajte ribama u moru  i pticama u zraku i svim živim stvorovima što puze po zemlji!""",Croatian
"I doda Bog: ""Evo, dajem vam sve bilje što se sjemeni, po  svoj zemlji, i sva stabla plodonosna što u sebi nose svoje sjeme:  neka vam budu za hranu!",Croatian
"A zvijerima na zemlji i pticama u  zraku i gmizavcima što puze po zemlji u kojima je dah života  - neka je za hranu sve zeleno bilje!"" I bi tako.",Croatian
"I vidje  Bog sve što je učinio, i bijaše veoma dobro. Tako bude večer, pa jutro - dan šesti.",Croatian
Tako bude dovršeno nebo i zemlja sa svom svojom vojskom.,Croatian
I  sedmoga dana Bog dovrši svoje djelo koje učini. I počinu u sedmi  dan od svega djela koje učini.,Croatian
"I blagoslovi Bog sedmi dan  i posveti, jer u taj dan počinu od svega djela svoga koje učini.",Croatian
"To je postanak neba i zemlje, tako su stvarani.  Kad je Jahve, Bog, sazdao nebo i zemlju,",Croatian
