Text,Language
Na počiatku stvoril Bôh nebesia a zem.,Slovak
"A zem bola neladná a pustá, a tma bola nad priepasťou, a Duch Boží sa oživujúci vznášal nad vodami.",Slovak
A Bôh riekol: Nech je svetlo! A bolo svetlo.,Slovak
"A Bôh videl svetlo, že je dobré, a Bôh oddelil svetlo od tmy.",Slovak
"A Bôh nazval svetlo dňom a tmu nazval nocou. A bol večer, a bolo ráno, prvý deň.",Slovak
A Bôh riekol: Nech je obloha medzi vodami a nech delí vody od vôd!,Slovak
"A Bôh učinil oblohu a oddelil vody, ktoré sú pod oblohou, od vôd, ktoré sú nad oblohou. A bolo tak.",Slovak
"A Bôh nazval oblohu nebom. A bol večer, a bolo ráno, druhý deň.",Slovak
"A Bôh riekol: Nech sa shromaždia vody pod nebom na jedno miesto, a nech sa ukáže sušina! A bolo tak.",Slovak
"A Bôh nazval sušinu zemou a shromaždenie vôd nazval morami. A Bôh videl, že je to dobré.",Slovak
"A Bôh riekol: Nech vydá zem sviežu trávu, bylinu, vydávajúcu semä, ovocný strom, rodiaci ovocie podľa svojho druhu, v ktorom bude jeho semä, na zemi. A bolo tak.",Slovak
"A zem vydala sviežu trávu, bylinu, vydávajúcu semä podľa svojho druhu, a všelijaký strom, rodiaci ovocie, v ktorom bolo jeho semä, podľa svojho druhu. A Bôh videl, že je to dobré.",Slovak
"A bol večer, a bolo ráno, tretí deň.",Slovak
"A Bôh riekol: Nech sú svetlá na nebeskej oblohe, aby delily deň od noci, a budú na znamenia, na určité časy, na dni a na roky.",Slovak
"A budú svetlami na nebeskej oblohe, aby svietily na zem. A bolo tak.",Slovak
"A Bôh učinil dve veľké svetlá, väčšie svetlo, aby panovalo nado dňom, a menšie svetlo, aby panovalo nad nocou, a tiež i hviezdy.",Slovak
"A Bôh ich dal na nebeskú oblohu, aby svietily na zem",Slovak
"a aby panovaly nado dňom i nad nocou a aby delily svetlo od tmy. A Bôh videl, že je to dobré.",Slovak
"A bol večer, a bolo ráno, štvrtý deň.",Slovak
"A Bôh riekol: Nech sa hemžia vody hemživými tvory, živou dušou, a vtáctvo nech lieta nad zemou, na tvári nebeskej oblohy.",Slovak
"A Bôh stvoril tie veľké ryby a všelijakú dušu živú, hýbajúcu sa, ktorými sa hemžia vody, podľa ich druhu, a všelijaké vtáctvo okrýdlené podľa jeho druhu. A Bôh videl, že je to dobré.",Slovak
"A Bôh ich požehnal a riekol: Ploďte sa a množte sa a naplňte vody v moriach, a vtáctvo nech sa množí na zemi!",Slovak
"A bol večer, a bolo ráno, piaty deň.",Slovak
A Bôh riekol: Nech vydá zem živú dušu podľa jej druhu: hovädá a plazy a zemskú zver podľa jej druhu! A bolo tak.,Slovak
"A Bôh učinil zemskú zver podľa jej druhu i hovädá podľa ich druhu i všelijaký zemeplaz podľa jeho druhu. A Bôh videl, že je to dobré.",Slovak
