Text,Language
בראשית ברא אלהים את השמים ואת הארץ׃,Hebrew
והארץ היתה תהו ובהו וחשך על פני תהום ורוח אלהים מרחפת על פני המים׃,Hebrew
ויאמר אלהים יהי אור ויהי אור׃,Hebrew
וירא אלהים את האור כי טוב ויבדל אלהים בין האור ובין החשך׃,Hebrew
ויקרא אלהים לאור יום ולחשך קרא לילה ויהי ערב ויהי בקר יום אחד׃,Hebrew
ויאמר אלהים יהי רקיע בתוך המים ויהי מבדיל בין מים למים׃,Hebrew
ויעש אלהים את הרקיע ויבדל בין המים אשר מתחת לרקיע ובין המים אשר מעל לרקיע ויהי כן׃,Hebrew
ויקרא אלהים לרקיע שמים ויהי ערב ויהי בקר יום שני׃,Hebrew
ויאמר אלהים יקוו המים מתחת השמים אל מקום אחד ותראה היבשה ויהי כן׃,Hebrew
ויקרא אלהים ליבשה ארץ ולמקוה המים קרא ימים וירא אלהים כי טוב׃,Hebrew
ויאמר אלהים תדשא הארץ דשא עשב מזריע זרע עץ פרי עשה פרי למינו אשר זרעו בו על הארץ ויהי כן׃,Hebrew
ותוצא הארץ דשא עשב מזריע זרע למינהו ועץ עשה פרי אשר זרעו בו למינהו וירא אלהים כי טוב׃,Hebrew
ויהי ערב ויהי בקר יום שלישי׃,Hebrew
ויאמר אלהים יהי מארת ברקיע השמים להבדיל בין היום ובין הלילה והיו לאתת ולמועדים ולימים ושנים׃,Hebrew
והיו למאורת ברקיע השמים להאיר על הארץ ויהי כן׃,Hebrew
ויעש אלהים את שני המארת הגדלים את המאור הגדל לממשלת היום ואת המאור הקטן לממשלת הלילה ואת הכוכבים׃,Hebrew
ויתן אתם אלהים ברקיע השמים להאיר על הארץ׃,Hebrew
ולמשל ביום ובלילה ולהבדיל בין האור ובין החשך וירא אלהים כי טוב׃,Hebrew
ויהי ערב ויהי בקר יום רביעי׃,Hebrew
ויאמר אלהים ישרצו המים שרץ נפש חיה ועוף יעופף על הארץ על פני רקיע השמים׃,Hebrew
ויברא אלהים את התנינם הגדלים ואת כל נפש החיה הרמשת אשר שרצו המים למינהם ואת כל עוף כנף למינהו וירא אלהים כי טוב׃,Hebrew
ויברך אתם אלהים לאמר פרו ורבו ומלאו את המים בימים והעוף ירב בארץ׃,Hebrew
ויהי ערב ויהי בקר יום חמישי׃,Hebrew
ויאמר אלהים תוצא הארץ נפש חיה למינה בהמה ורמש וחיתו ארץ למינה ויהי כן׃,Hebrew
ויעש אלהים את חית הארץ למינה ואת הבהמה למינה ואת כל רמש האדמה למינהו וירא אלהים כי טוב׃,Hebrew
ויאמר אלהים נעשה אדם בצלמנו כדמותנו וירדו בדגת הים ובעוף השמים ובבהמה ובכל הארץ ובכל הרמש הרמש על הארץ׃,Hebrew
ויברא אלהים את האדם בצלמו בצלם אלהים ברא אתו זכר ונקבה ברא אתם׃,Hebrew
ויברך אתם אלהים ויאמר להם אלהים פרו ורבו ומלאו את הארץ וכבשה ורדו בדגת הים ובעוף השמים ובכל חיה הרמשת על הארץ׃,Hebrew
ויאמר אלהים הנה נתתי לכם את כל עשב זרע זרע אשר על פני כל הארץ ואת כל העץ אשר בו פרי עץ זרע זרע לכם יהיה לאכלה׃,Hebrew
ולכל חית הארץ ולכל עוף השמים ולכל רומש על הארץ אשר בו נפש חיה את כל ירק עשב לאכלה ויהי כן׃,Hebrew
וירא אלהים את כל אשר עשה והנה טוב מאד ויהי ערב ויהי בקר יום הששי׃,Hebrew
ויכלו השמים והארץ וכל צבאם׃,Hebrew
ויכל אלהים ביום השביעי מלאכתו אשר עשה וישבת ביום השביעי מכל מלאכתו אשר עשה׃,Hebrew
ויברך אלהים את יום השביעי ויקדש אתו כי בו שבת מכל מלאכתו אשר ברא אלהים לעשות׃,Hebrew
אלה תולדות השמים והארץ בהבראם ביום עשות יהוה אלהים ארץ ושמים׃,Hebrew
וכל שיח השדה טרם יהיה בארץ וכל עשב השדה טרם יצמח כי לא המטיר יהוה אלהים על הארץ ואדם אין לעבד את האדמה׃,Hebrew
ואד יעלה מן הארץ והשקה את כל פני האדמה׃,Hebrew
וייצר יהוה אלהים את האדם עפר מן האדמה ויפח באפיו נשמת חיים ויהי האדם לנפש חיה׃,Hebrew
ויטע יהוה אלהים גן בעדן מקדם וישם שם את האדם אשר יצר׃,Hebrew
ויצמח יהוה אלהים מן האדמה כל עץ נחמד למראה וטוב למאכל ועץ החיים בתוך הגן ועץ הדעת טוב ורע׃,Hebrew
ונהר יצא מעדן להשקות את הגן ומשם יפרד והיה לארבעה ראשים׃,Hebrew
שם האחד פישון הוא הסבב את כל ארץ החוילה אשר שם הזהב׃,Hebrew
וזהב הארץ ההוא טוב שם הבדלח ואבן השהם׃,Hebrew
ושם הנהר השני גיחון הוא הסובב את כל ארץ כוש׃,Hebrew
ושם הנהר השלישי חדקל הוא ההלך קדמת אשור והנהר הרביעי הוא פרת׃,Hebrew
