Text,Language
Ekuqaleni uNkulunkulu wadala izulu nomhlaba.,Zulu
"Umhlaba wawuyihlane elingenalutho; kwakungubumnyama phezu kotwa, kepha uMoya kaNkulunkulu wehla wenyuka phezu kwamanzi.",Zulu
"UNkulunkulu wathi: “Makube khona ukukhanya,” kwaba khona ukukhanya.",Zulu
UNkulunkulu wabona ukukhanya ukuthi kuhle; uNkulunkulu wahlukanisa ukukhanya nobumnyama.,Zulu
"UNkulunkulu wabiza ukukhanya ngokuthi imini; ubumnyama wabubiza ngokuthi ubusuku. Kwaba ngukuhlwa, kwaba ngukusa, usuku lokuqala.",Zulu
"UNkulunkulu wathi: “Makube khona umkhathi phakathi kwamanzi, kwahlukaniswe amanzi namanzi.”",Zulu
"UNkulunkulu wenza umkhathi, wahlukanisa amanzi aphansi komkhathi namanzi aphezu komkhathi; kwaba njalo.",Zulu
"UNkulunkulu wabiza umkhathi ngokuthi izulu. Kwaba ngukuhlwa, kwaba ngukusa, usuku lwesibili.",Zulu
"UNkulunkulu wathi: “Amanzi aphansi kwezulu mawaqoqekele ndawonye, kubonakale umhlabathi owomileyo,” kwaba njalo.",Zulu
"Okomileyo uNkulunkulu wakubiza ngokuthi umhlaba, nokuqoqeka kwamanzi wakubiza ngokuthi ulwandle; uNkulunkulu wabona ukuthi kuhle.",Zulu
"UNkulunkulu wathi: “Umhlaba mawuveze utshani, nemifino ethela imbewu, nemithi yezithelo ethela izithelo ngezinhlobo zayo, ekuyo imbewu yayo, emhlabeni,” kwaba njalo.",Zulu
"Umhlaba wawusuveza utshani nemifino ethela imbewu ngezinhlobo zayo, nemithi ethela izithelo ngezinhlobo zayo, ekuyo imbewu yayo; uNkulunkulu wabona ukuthi kuhle.",Zulu
"Kwaba ngukuhlwa, kwaba ngukusa, usuku lwesithathu.",Zulu
"UNkulunkulu wathi: “Makube khona emkhathini wezulu izinkanyiso ezahlukanisa imini nobusuku, zibe yizibonakaliso zezinkathi, nezezinsuku, nezeminyaka,",Zulu
"zibe yizinkanyiso emkhathini wezulu zokukhanyisa emhlabeni,” kwaba njalo.",Zulu
"UNkulunkulu wazenza izinkanyiso ezimbili ezinkulu, inkanyiso enkulu ukuba ibuse imini, nenkanyiso encane ukuba ibuse ubusuku, kanye nezinkanyezi.",Zulu
"UNkulunkulu wazifaka emkhathini wezulu ukuba zikhanyise emhlabeni,",Zulu
"zibuse imini nobusuku, zahlukanise ukukhanya nobumnyama. UNkulunkulu wabona ukuthi kuhle.",Zulu
"Kwaba ngukuhlwa, kwaba ngukusa, usuku lwesine.",Zulu
"UNkulunkulu wathi: “Amanzi mawagcwale uswebezane lwezilwane eziphilayo, kundize izinyoni phezu komhlaba emkhathini wezulu.”",Zulu
