Text,Language
"Nature è una delle più antiche ed importanti riviste scientifiche esistenti, forse in assoluto quella considerata di maggior prestigio nell'ambito della comunità scientifica internazionale (insieme a Science).",Italian
[1] Viene pubblicata fin dal 4 novembre 1869.,Italian
"[2] Nonostante la maggior parte delle riviste del campo siano oggi altamente specializzate, Nature è uno dei pochi giornali, insieme ad altri mensili quali Science e Proceedings of the National Academy of Sciences, che pubblica ancora articoli originali su svariati campi scientifici.",Italian
"Molti sono gli avanzamenti e le scoperte, provenienti da molti campi della ricerca scientifica, che sono stati pubblicati su Nature, come articoli o lettere: ad esempio, la scoperta dei raggi X, la natura ondulatoria delle particelle, la scoperta dei neutroni, le scoperte sulla fissione nucleare, la struttura a doppia elica del DNA, la prima struttura molecolare di una proteina (la mioglobina), la tettonica a zolle, il buco dell'ozono, la prima clonazione di un mammifero (la pecora Dolly), il sequenziamento del genoma umano.",Italian
"Il fattore di impatto (impact factor) di questa rivista supera nel 2014 l'enorme valore di 42,352.",Italian
"[3] Oltre a Nature stesso, ci sono tre famiglie di riviste scientifiche legate a Nature, edite dal Nature Publishing Group: In un'intervista pubblicata nel 2013 su The Guardian, Randy Schekman rilascia delle dichiarazioni riguardanti le grandi riviste scientifiche (facendo il nome di Nature, Science o Cell), additandole come colpevoli di danneggiare l'attività di ricerca scientifica.",Italian
"Secondo Randy Schekman l'incentivo più forte nella ricerca scientifica è quello di vedere pubblicate le proprie ricerche nelle prestigiose riviste scientifiche, poiché a questo viene fatto coincidere il più alto riconoscimento del proprio lavoro; tale ragionamento è razionale, ma non porta sempre a servire gli interessi della propria professione, né quelli dell'umanità o della società.",Italian
"Questo perché le grandi riviste scientifiche tendono a «curare in modo aggressivo i loro brand mettendo al primo posto la vendita di abbonamenti, più che la pubblicazione di tutte le ricerche più significative [...] mentre pubblicano molte ricerche rilevanti, tendono tuttavia a non pubblicare tutte le ricerche rilevanti, né sono gli unici a pubblicarle».",Italian
"Nell'articolo Randy Schekman critica sia la selezione assai restrittiva delle ricerche pubblicate da parte delle riviste scientifiche famose, sia l'impact factor, considerandolo come un trucco di marketing dietro il quale le grandi riviste acquistano notorietà; infatti l'impact factor misura solamente il numero delle volte che una determinata rivista scientifica risulta citata nelle ricerche scientifiche successive, senza considerare la qualità o l'importanza della ricerca stessa «una rivista scientifica può venire citata perché pubblica ricerche significative, o anche perché pubblica qualcosa di accattivante, provocativo o addirittura sbagliato».",Italian
"Questo influenza l'attività di ricerca, in quanto la indirizza in quella direzione dove è possibile tirare fuori le conclusioni che vogliono queste riviste, scoraggiando invece una direzione che potrebbe essere più importante, ma magari meno accattivante ai lettori.",Italian
"[4] Altri progetti Wikipedia (pronuncia: vedi sotto) è un'enciclopedia online a contenuto libero, collaborativa, multilingue e gratuita, nata nel 2001, sostenuta e ospitata dalla Wikimedia Foundation, un'organizzazione non a scopo di lucro statunitense.",Italian
"Lanciata da Jimmy Wales e Larry Sanger il 15 gennaio 2001, inizialmente nell'edizione in lingua inglese, nei mesi successivi ha aggiunto edizioni in numerose altre lingue.",Italian
"Sanger ne suggerì il nome,[1] una parola macedonia nata dall'unione della radice wiki al suffisso pedia (da enciclopedia).",Italian
"Etimologicamente, Wikipedia significa ""cultura veloce"", dal termine hawaiano wiki (veloce), con l'aggiunta del suffisso -pedia (dal greco antico παιδεία, paideia, formazione).",Italian
"Con più di 55 milioni di voci in oltre 300 lingue,[2] è l'enciclopedia più grande mai scritta,[3][4] è tra i dieci siti web più visitati al mondo[5] e costituisce la maggiore e più consultata opera di riferimento generalista su Internet.",Italian
"[6][7][8] Wikipedia prese il via come progetto complementare di Nupedia, un progetto per la creazione di un'enciclopedia libera online le cui voci erano scritte da esperti volontari attraverso un processo formale di revisione.",Italian
"Nupedia venne fondata il 9 marzo 2000 dalla società Bomis, proprietaria dell'omonimo portale di ricerca.",Italian
"Le figure principali erano Jimmy Wales, allora CEO della Bomis, e Larry Sanger, redattore capo di Nupedia e successivamente di Wikipedia.",Italian
"[9] Per il concetto di wiki, Wales e Sanger dichiararono di essersi ispirati ai siti WikiWikiWeb o Portland Pattern Repository di Ward Cunningham.",Italian
"Wikipedia, che esisteva già come servizio di Nupedia.com dal 10 gennaio 2001, fu formalmente lanciata il 15 gennaio successivo sul sito Wikipedia.com, in lingua inglese.",Italian
"Verso maggio giunsero i primi utenti registrati e, nel corso dell'anno, si svilupparono le edizioni in francese, tedesco, inglese, catalano, spagnolo, svedese, portoghese e, a fine anno, italiano.",Italian
"Alla fine del suo primo anno di esistenza, l'enciclopedia arrivò a contare quasi 20 000 voci, su 18 edizioni in lingue differenti.",Italian
"Raggiunse 26 edizioni in lingua alla fine del 2002, 46 alla fine del 2003 e 161 alla fine del 2004.",Italian
"Nupedia e Wikipedia coesistettero finché i server della prima furono chiusi definitivamente nel 2003 e i suoi testi incorporati in Wikipedia (Nupedia aveva sofferto un tasso di crescita estremamente lento, a causa dei complicati processi di revisione, riuscendo a pubblicare solo 24 voci); Sanger uscì di scena e un gruppo di utenti attuò una biforcazione della Wikipedia in spagnolo per costituire l'Enciclopedia Libre.",Italian
"Da Wikipedia e Nupedia, nacque nel 2003 la Wikimedia Foundation, l'organizzazione non profit che sostiene Wikipedia e i progetti fratelli (il primo dei quali fu In Memoriam: September 11 Wiki) che nel tempo si sono aggiunti, ognuno dei quali è specializzato in un determinato ambito del sapere.",Italian
"La Wikimedia Foundation ha infatti successivamente dato vita a progetti complementari tra i quali: Wiktionary, Wikibooks, Wikisource, Wikispecies, Wikiquote, Wikinotizie, Wikiversità e Wikivoyage.",Italian
"Wales cedette tutti i diritti alla fondazione da lui promossa, che tuttora gestisce i marchi e l'infrastruttura informatica, garantendo che la gestione dei contenuti rimanesse affidata alla comunità degli utenti.",Italian
"Se nei primi due anni cresceva alla velocità di poche centinaia o meno di nuove voci al giorno, l'edizione in inglese di Wikipedia raggiunse il traguardo delle 100 000 voci nel gennaio 2003, mentre nel 2004 subì un'esplosione, raddoppiando le dimensioni in un anno (con un aumento da 1 000 a 3 000 voci al giorno).",Italian
"Wikipedia ha raggiunto la sua milionesima voce, tra le 105 edizioni in lingua all'epoca presenti, il 20 settembre 2004.",Italian
"A partire dal 2004 è iniziata a costituirsi una rete di associazioni nazionali collegate alla Wikimedia Foundation (chiamati ""capitoli ufficiali""), tra le quali Wikimedia Italia, fondata nel 2005.",Italian
Nel settembre dello stesso anno l'edizione in italiano ha superato le 100 000 voci.,Italian
"Da quando Wikipedia ha raggiunto un considerevole numero di voci e di utilizzatori, è diventata un tipico fenomeno del Web 2.0, grazie anche alla sua particolarità di essere rapidamente modificabile e aggiornabile da chiunque.",Italian
"Nel settembre 2007, l'edizione in inglese ha tagliato lo storico traguardo di 2 milioni di voci, divenendo la più vasta enciclopedia mai scritta, superando l'enciclopedia Yongle (1407), che ha detenuto tale primato per 600 anni esatti;[3] nel Guinness dei primati del 2008 Wikipedia è riportata come la più grande enciclopedia al mondo.",Italian
"[4] Il 27 marzo 2008, con oltre 250 edizioni locali, ha raggiunto i 10 milioni di voci,[10] che erano raddoppiate il 18 novembre 2011[11] e triplicate nel giro dei tre anni successivi, superando nel 2015 i 35 milioni di voci.",Italian
"A settembre 2015 le edizioni di Wikipedia con più di 100 000 voci erano divenute 53, scritte in altrettante lingue, di cui 12 superavano il milione.",Italian
"[2] L'obiettivo di Wikipedia è creare un'enciclopedia libera, ovvero liberamente accessibile, a contenuto libero, aperto, e ""universale"" in termini di ampiezza di argomenti trattati.",Italian
"Wikipedia è stata descritta da Jimmy Wales, uno dei suoi fondatori, come «uno sforzo per creare e distribuire un'enciclopedia libera della più alta qualità possibile a ogni singola persona sul pianeta nella sua propria lingua.» Wikipedia, nelle intenzioni di Wales, doveva raggiungere nel lungo termine una qualità pari o migliore dell'Enciclopedia Britannica ed essere pubblicata anche su carta.",Italian
"Il progetto, ambizioso, ma realistico, si colloca dunque nell'ambito della condivisione della conoscenza e della cultura partecipativa sfruttando la cosiddetta intelligenza collettiva sulla base delle regole d'uso e di contribuzione espresse dall'enciclopedia stessa.",Italian
"In quanto enciclopedia a carattere universale (o ""generalista""), Wikipedia tratta voci di molti argomenti diversi.",Italian
Le voci sono organizzate in categorie tematiche; i temi generali sono generalmente illustrati da portali e coordinati tramite progetti.,Italian
"L'enciclopedia è completamente gratuita e priva di pubblicità, in linea con i suoi principi base: il suo sostentamento è dovuto unicamente alle libere donazioni degli utenti, grazie a una raccolta fondi[12] avviata ogni anno dalla Wikimedia Foundation.",Italian
"Il logo ufficiale di Wikipedia è una sfera quasi completa costruita con pezzi di puzzle che riportano caratteri di vari alfabeti, a simboleggiare il mondo e una conoscenza globale in costruzione, a disposizione di tutti.",Italian
Su Internet esistono o sono esistiti molti altri progetti enciclopedici.,Italian
"In generale dispongono di una linea editoriale stabilita e fanno uso delle tradizionali politiche sulla proprietà intellettuale dei contenuti, come per esempio l'Enciclopedia Stanford di Filosofia, compilata da esperti.",Italian
"Siti web più informali, come H2g2 o Everything2, servono come guide generali le cui voci sono scritte e controllate da persone comuni.",Italian
"Progetti come Wikipedia, Susning.nu e la Enciclopedia Libre sono invece wiki le cui voci sono sviluppate da numerosi autori e in cui non esiste alcun processo formale di revisione.",Italian
Wikipedia è il primo e più grande di questi wiki enciclopedici per numero di voci.,Italian
"A differenza delle enciclopedie che l'hanno preceduta, il contenuto di Wikipedia è distribuito con una licenza libera.",Italian
"Wikipedia è pubblicata in 309 lingue differenti (di cui circa 299 attive[2]) e contiene voci sia sugli argomenti propri di una tradizionale enciclopedia sia su quelli di almanacchi, dizionari geografici e specialistici.",Italian
"Il suo scopo è quello di raccogliere dati, informazioni e descrizioni, creando e distribuendo al pubblico un'enciclopedia libera, gratuita e sempre più ricca di contenuti.",Italian
