Text,Language
Ekuqalekeni uThixo wadala amazulu nehlabathi.,Xhosa
"Ke ehlabathini kwakusenyanyeni, kuselubala; kwakumnyama phezu kwamanzi enzonzobila. UMoya kaThixo wafukama phezu kwamanzi lawo.",Xhosa
"Wathi uThixo, Makubekho ukukhanya. Kwabakho ke ukukhanya.",Xhosa
"Wakubona ke uThixo ukukhanya ukuba kulungile, wahlula uThixo phakathi kokukhanya nobumnyama.",Xhosa
"Wathi uThixo ukukhanya yimini, wathi ubumnyama bubusuku. Kwahlwa, kwasa: yangumhla wokuqala.",Xhosa
"Wathi uThixo, Makubekho isibhakabhaka phakathi kwawo amanzi, sibe ngumahlulo wokwahlula amanzi kumanzi.",Xhosa
"Wasenza uThixo isibhakabhaka, wawahlula amanzi angaphantsi kwesibhakabhaka kuwo amanzi angaphezu kwesibhakabhaka. Kwaba njalo.",Xhosa
"Wathi uThixo isibhakabhaka ngamazulu. Kwahlwa, kwasa: yangumhla wesibini.",Xhosa
"Wathi uThixo, Amanzi angaphantsi kwamazulu makahlanganiselwe ndaweni-nye, kubonakale okomileyo. Kwaba njalo.",Xhosa
"Wathi uThixo okomileyo ngumhlaba, wathi intlanganisela yamanzi ziilwandle. Wabona uThixo ukuba kulungile.",Xhosa
"Wathi uThixo, Umhlaba mawuphume uhlaza, imifuno evelisa imbewu, imithi yeziqhamo, eyenza iziqhamo ngohlobo lwayo, embewu ikuyo, emhlabeni. Kwaba njalo.",Xhosa
"Umhlaba waphuma uhlaza, nemifuno evelisa imbewu ngohlobo lwayo, nemithi eyenza iziqhamo, embewu ikuyo, ngohlobo lwayo. Wabona uThixo ukuba kulungile.",Xhosa
Kwahlwa kwasa: yangumhla wesithathu.,Xhosa
"Wathi uThixo, Makubekho izikhanyiso esibhakabhakeni samazulu, zibe ngumahlulo wokwahlula imini kubusuku; zibe zezemiqondiso, zibe zezamaxesha amisiweyo, zibe zezemihla neminyaka;",Xhosa
"mazibe zizikhanyiso esibhakabhakeni samazulu, zikhanyise ehlabathini. Kwaba njalo.",Xhosa
"Wenza uThixo izikhanyiso ezikhulu zazibini, esona sikhulu isikhanyiso ukuba silawule imini, esona sincinane isikhanyiso ukuba silawule ubusuku; wenza neenkwenkwezi.",Xhosa
"Wazibeka uThixo esibhakabhakeni samazulu, ukuba zikhanyise ehlabathini, zilawule imini nobusuku,",Xhosa
zahlule ukukhanya kubumnyama. Wabona uThixo ukuba kulungile.,Xhosa
"Kwahlwa, kwasa: yangumhla wesine.",Xhosa
"Wathi uThixo, Amanzi la makanyakazele inyakanyaka, imiphefumlo ephilileyo; zithi neentaka ziphaphazele ehlabathini, esibhakabhakeni sezulu.",Xhosa
"Wadala uThixo oominenga mikhulu, nayo yonke imiphefumlo ephilileyo enambuzelayo, awanyakazela ngayo amanzi ngohlobo lwayo, neentaka zonke ezinamaphiko ngohlobo lwazo. Wabona uThixo ukuba kulungile.",Xhosa
"Wazisikelela uThixo, esithi, Qhamani, nande, niwazalise amanzi aselwandle; zithi iintaka zande ehlabathini.",Xhosa
"Kwahlwa, kwasa: yangumhla wesihlanu.",Xhosa
"Wathi uThixo, Umhlaba mawuphume imiphefumlo ephilileyo ngohlobo lwayo: izinto ezizitho zine, nezinambuzane, nezinto eziphilileyo zomhlaba ngohlobo lwazo. Kwaba njalo.",Xhosa
"Wenza uThixo izinto eziphilileyo zomhlaba ngohlobo lwazo, nezinto ezizitho zine ngohlobo lwazo, nazo zonke izinambuzane zomhlaba ngohlobo lwazo. Wabona uThixo ukuba kulungile.",Xhosa
"Wathi uThixo, Masenze umntu ngokomfanekiselo wethu ngokufana nathi. Mababe nobukhosi ezintlanzini zolwandle, nasezintakeni zezulu, nasezintweni ezizitho zine, nasemhlabeni wonke, nasezinambuzaneni zonke ezinambuzela emhlabeni.",Xhosa
Wamdala ke uThixo umntu ngokomfanekiselo wakhe; wamdala ngokomfanekiselo kaThixo; wadala indoda nenkazana.,Xhosa
"Wabasikelela uThixo, wathi kubo uThixo, Qhamani, nande, niwuzalise umhlaba niweyise; nibe nobukhosi ezintlanzini zolwandle, nasezintakeni zezulu, nasezintweni zonke eziphilileyo ezinambuzelayo emhlabeni.",Xhosa
"Wathi uThixo, Yabonani, ndininikile yonke imifuno evelisa imbewu, esemhlabeni wonke, nayo yonke imithi eneziqhamo zemithi evelisa imbewu: yoba kukudla kuni.",Xhosa
"Nezinto zonke eziphilileyo zomhlaba, neentaka zonke zezulu, nezinambuzane zonke ezisemhlabeni, ezinomphefumlo ophilileyo, ndizinike yonke imifuno eluhlaza ukuba ibe kukudla. Kwaba njalo.",Xhosa
"Wakubona uThixo konke akwenzileyo, nanko, kulungile kunene. Kwahlwa, kwasa: yangumhla wesithandathu.",Xhosa
"Agqitywa ke amazulu nehlabathi, nawo wonke umkhosi wezo zinto.",Xhosa
Wawugqiba ke uThixo ngomhla wesixhenxe umsebenzi wakhe awawenzayo; waphumla ngomhla wesixhenxe kuwo wonke umsebenzi wakhe awawenzayo.,Xhosa
"Wawusikelela uThixo umhla wesixhenxe, wawungcwalisa; ngokuba waphumla ngawo kuwo wonke umsebenzi wakhe awawudalayo uThixo, wawenza.",Xhosa
"Yiyo le ke inzala yamazulu nehlabathi ekudalweni kwezo zinto, mini wenza uYehova uThixo ihlabathi namazulu,",Xhosa
"onke amatyholo asendle engekaveli emhlabeni, nayo yonke imifuno yasendle ingekantshuli; kuba uYehova uThixo ebengekanisi mvula emhlabeni; kwaye kungekho mntu wokuwusebenza umhlaba.",Xhosa
"Kwaye kunyuka inkungu iphuma ehlabathini, yawunyakamisa wonke umhlaba.",Xhosa
"UYehova uThixo wambumba umntu ngothuli lwasemhlabeni, waphefumlela emathatheni akhe impefumlo yobomi; umntu ke waba ngumphefumlo ophilileyo.",Xhosa
UYehova uThixo watyala umyezo e-Eden ngasempumalanga; wambeka khona umntu abembumbile.,Xhosa
"UYehova uThixo wantshulisa emhlabeni yonke imithi enqwenelekayo ngokukhangeleka, nelungele ukudliwa; nomthi wobomi emyezweni phakathi, nomthi wokwazi okulungileyo nokubi.",Xhosa
"Kwaphuma umlambo e-Eden wokuwunyakamisa umyezo; wahluka apho, waba ziimbaxa ezine.",Xhosa
"Igama lowokuqala yiPishon; nguwo lowo ujikeleze lonke ilizwe laseHavila, apho ikhona igolide.",Xhosa
"Igolide yelo lizwe intle, ikhona ibhedolaki nelitye lebherilo.",Xhosa
Igama lowesibini umlambo yiGihon; nguwo lowo ujikeleze lonke ilizwe lakwaKushi.,Xhosa
Igama lowesithathu umlambo yiHidekele; nguwo lowo uya phambi kwelakwa-Asiriya. Owesine umlambo ngumEfrati.,Xhosa
"UYehova uThixo wamthabatha umntu, wambeka emyezweni we-Eden, ukuba awusebenze, awugcine.",Xhosa
"UYehova uThixo wamwisela umthetho umntu, esithi, Yonke imithi yomyezo ungayidla uyidle;",Xhosa
"ke wona umthi wokwazi okulungileyo nokubi uze ungawudli; kuba mhlana uthe wawudla, uya kufa.",Xhosa
"Wathi uYehova uThixo, Akulungile ukuba umntu abe yedwa, ndiya kumenzela umncedi onguwabo.",Xhosa
"UYehova uThixo wabumba ngomhlaba zonke izinto eziphilileyo zasendle, nazo zonke iintaka zezulu, wazisa kuye uAdam ukubona ukuba wothini na ukuzibiza, ukuze oko azibize ngako uAdam zonke izinto eziphilileyo, ibe ligama lazo elo.",Xhosa
"Wazithiya amagama uAdam zonke izinto ezizitho zine, neentaka zasezulwini, nazo zonke izinto eziphilileyo zasendle; ke uAdam akafunyanelwanga mncedi unguwabo.",Xhosa
"UYehova uThixo wawisa ubuthongo obukhulu phezu koAdam, walala. Wathabatha lwalunye ezimbanjeni zakhe, wavingca ngenyama esikhundleni salo.",Xhosa
"UYehova uThixo walwakha ubambo abeluthabathe kuAdam, lwaba ngumfazi; wamzisa kuAdam.",Xhosa
"Wathi uAdam, Eli ke ngoku lithambo lasemathanjeni am, yinyama yasenyameni yam; lo yena ukubizwa kothiwa ngumfazi, ngokuba ethatyathwe endodeni.",Xhosa
"Ngenxa yoko indoda yomshiya uyise nonina, inamathele kumkayo, babe nyama-nye ke.",Xhosa
