Text,Language
Δεν υπάρχει αυτή τη στιγμή  λήμμα με αυτόν τον τίτλο.,Greek
"Αν περιμένατε να βρίσκεται εδώ μια σελίδα και δεν υπάρχει, η σελίδα μπορεί να μην εμφανίζεται λόγω καθυστέρησης στην ανανέωση της βάσης δεδομένων, ή μπορεί να έχει διαγραφεί.",Greek
(Δείτε την γρήγορη διαγραφή σελίδων για πιθανούς λόγους).,Greek
"Μπορείτε να δοκιμάστε την λειτουργία εκκαθάρισης, και να ελέγξετε το αρχείο διαγραφών.",Greek
"Η Βικιπαίδεια (αγγλικά: Wikipedia, γουικιπίντια) είναι διεθνής, παγκόσμια, ψηφιακή, διαδικτυακή, ελεύθερου περιεχομένου, εγκυκλοπαίδεια, που βασίζεται σε ένα μοντέλο ανοικτό στη σύνταξη του περιεχομένου της.",Greek
"Γράφεται και αναπτύσσεται συνεργατικά από εθελοντές με το λογισμικό wiki, κάτι που σημαίνει ότι λήμματα μπορεί να προστεθούν ή να αλλάξουν από τον καθένα.",Greek
"Το έργο ξεκίνησε στις 15 Ιανουαρίου 2001 ως συμπλήρωμα στη γραμμένη από ειδήμονες Nupedia, με ιδρυτή τον Τζίμι Γουέιλς και λειτουργεί τώρα από το μη κερδοσκοπικό Ίδρυμα Wikimedia (Wikimedia Foundation).",Greek
Η Αγγλική Βικιπαίδεια περιλαμβάνει πάνω από 6.708.000 λήμματα και η Ελληνική πάνω από 190.000 λήμματα (76.000 σελίδες).,Greek
"Η Βικιπαίδεια έχει αυξηθεί σταθερά σε δημοτικότητα και έχουν γεννηθεί διάφορα αδελφά προγράμματα, όπως το Βικιλεξικό (Wiktionary), τα Βικιβιβλία (Wikibooks), τα Βικινέα (Wikinews), τα Βικιταξίδια (Wikivoyage), Βικιεπιστήμιο κλπ.",Greek
Λήμματα της Βικιπαίδειας αναφέρονται τακτικά από τα Μέσα Μαζικής Ενημέρωσης (ή αλλιώς M.M.E.),Greek
"και τον ακαδημαϊκό κόσμο, που την εγκωμιάζουν για τη δωρεάν διανομή και έκδοσή της καθώς και για το ευρύ φάσμα που καλύπτει.",Greek
"Οι συντάκτες ενθαρρύνονται να τηρούν μια πολιτική ""ουδετερότητας"", κάτω από την οποία οι διάφορες απόψεις συγκεντρώνονται, χωρίς να γίνεται προσπάθεια να καθοριστεί μια αντικειμενική αλήθεια.",Greek
"Εξαιτίας της ανοικτής φύσης της, ο βανδαλισμός και η ανακρίβεια είναι μόνιμα προβλήματα.",Greek
Το κύρος της Βικιπαίδειας ως πηγής αναφοράς (π.χ.,Greek
βιβλιογραφία) είναι αμφισβητούμενο.,Greek
"Έχει επικριθεί επίσης για τη συστηματική τάση προτίμησης της δημοφιλούς άποψης παρά της αξιόπιστης, καθώς και μια σχετική έλλειψη υπευθυνότητας και δικαιοδοσίας σε σύγκριση με τις παραδοσιακές εγκυκλοπαίδειες.",Greek
